PARENT_STRUC_ID,PARENT_TITLE,TITLE,IMAGE_ID,IMAGE_PK,UUID,MSS_FILE_ID,TITLE_1,MSS_LOCATION
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940019,5520648,acd6562e-5926-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940020,5520649,acd6562e-5927-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940021,5520650,acd6562e-5928-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940022,5520651,acd6562e-5929-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940023,5520652,acd6562e-592a-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940024,5520653,acd6562e-592b-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940025,5520654,acd6562e-592c-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940026,5520655,acd6562e-592d-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940027,5520656,acd6562e-592e-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
2017826,"I. A. Family, 1810 - 1886, n.d","Barnes, Parthenia, 1832 - 1844, n.d.",3940028,5520657,acd6562e-592f-1f19-e040-e00a18060d18,MSS File Id #38251,"Barnes, Parthenia, 1832 - 1844, n.d.","Box 1, folder 3"
